# SYNTHETIC. Daily attendance per crew. EPMS has t_attendance; the EC export carries none. Calibrated so the division-month rate reproduces ec_labour.csv exactly, including the Lebaran dip; Sundays and heavy-rain days sit below the month, weekdays above it.
crew_code,crew_type,division_code,date,on_roll,present,absent,absent_reason
U1-03,upkeep,1,2025-02-12,19,19,0,
U2-01,upkeep,2,2025-02-12,18,16,2,no show
U2-02,upkeep,2,2025-02-12,18,14,4,sick
U2-03,upkeep,2,2025-02-12,18,17,1,no show
U3-01,upkeep,3,2025-02-12,16,15,1,sick
U3-02,upkeep,3,2025-02-12,16,15,1,sick
U3-03,upkeep,3,2025-02-12,16,15,1,leave
U3-04,upkeep,3,2025-02-12,16,15,1,sick
U4-01,upkeep,4,2025-02-12,15,14,1,sick
U4-02,upkeep,4,2025-02-12,15,14,1,leave
U4-03,upkeep,4,2025-02-12,15,12,3,leave
U4-04,upkeep,4,2025-02-12,15,14,1,leave
U5-01,upkeep,5,2025-02-12,16,16,0,
U5-02,upkeep,5,2025-02-12,16,15,1,leave
U5-03,upkeep,5,2025-02-12,16,15,1,sick
U6-01,upkeep,6,2025-02-12,17,15,2,leave
U6-02,upkeep,6,2025-02-12,17,17,0,
U6-03,upkeep,6,2025-02-12,17,16,1,sick
U6-04,upkeep,6,2025-02-12,17,15,2,sick
U7-01,upkeep,7,2025-02-12,15,15,0,
U7-02,upkeep,7,2025-02-12,15,15,0,
U7-03,upkeep,7,2025-02-12,15,9,6,no show
U7-04,upkeep,7,2025-02-12,15,15,0,
G1-01,harvest,1,2025-02-13,28,25,3,sick
G1-02,harvest,1,2025-02-13,26,25,1,sick
G1-03,harvest,1,2025-02-13,25,23,2,sick
G1-04,harvest,1,2025-02-13,26,24,2,sick
G2-01,harvest,2,2025-02-13,24,19,5,sick
G2-02,harvest,2,2025-02-13,20,20,0,
G2-03,harvest,2,2025-02-13,24,21,3,sick
G2-04,harvest,2,2025-02-13,25,24,1,sick
G3-01,harvest,3,2025-02-13,27,27,0,
G3-02,harvest,3,2025-02-13,24,24,0,
G3-03,harvest,3,2025-02-13,25,25,0,
G3-04,harvest,3,2025-02-13,24,24,0,
G4-01,harvest,4,2025-02-13,26,23,3,leave
G4-02,harvest,4,2025-02-13,25,25,0,
G4-03,harvest,4,2025-02-13,24,24,0,
G4-04,harvest,4,2025-02-13,20,18,2,sick
G5-01,harvest,5,2025-02-13,23,21,2,sick
G5-02,harvest,5,2025-02-13,27,23,4,no show
G5-03,harvest,5,2025-02-13,19,18,1,no show
G6-01,harvest,6,2025-02-13,24,24,0,
G6-02,harvest,6,2025-02-13,18,18,0,
G6-03,harvest,6,2025-02-13,24,20,4,sick
G6-04,harvest,6,2025-02-13,24,24,0,
G6-05,harvest,6,2025-02-13,21,18,3,sick
G7-01,harvest,7,2025-02-13,27,27,0,
G7-02,harvest,7,2025-02-13,21,21,0,
G7-03,harvest,7,2025-02-13,20,17,3,sick
G7-04,harvest,7,2025-02-13,27,25,2,sick
P1-01,pest,1,2025-02-13,11,8,3,leave
P2-01,pest,2,2025-02-13,10,9,1,no show
P3-01,pest,3,2025-02-13,11,11,0,
P4-01,pest,4,2025-02-13,10,10,0,
P5-01,pest,5,2025-02-13,10,10,0,
P6-01,pest,6,2025-02-13,13,13,0,
P7-01,pest,7,2025-02-13,13,13,0,
S1-01,spray,1,2025-02-13,15,12,3,leave
S2-01,spray,2,2025-02-13,14,11,3,sick
S3-01,spray,3,2025-02-13,17,15,2,sick
S4-01,spray,4,2025-02-13,16,13,3,sick
S5-01,spray,5,2025-02-13,13,12,1,leave
S6-01,spray,6,2025-02-13,18,15,3,leave
S7-01,spray,7,2025-02-13,17,15,2,leave
U1-01,upkeep,1,2025-02-13,19,16,3,no show
U1-02,upkeep,1,2025-02-13,19,18,1,no show
U1-03,upkeep,1,2025-02-13,19,16,3,leave
U2-01,upkeep,2,2025-02-13,18,14,4,sick
U2-02,upkeep,2,2025-02-13,18,15,3,sick
U2-03,upkeep,2,2025-02-13,18,15,3,leave
U3-01,upkeep,3,2025-02-13,16,11,5,leave
U3-02,upkeep,3,2025-02-13,16,14,2,no show
U3-03,upkeep,3,2025-02-13,16,13,3,sick
U3-04,upkeep,3,2025-02-13,16,16,0,
U4-01,upkeep,4,2025-02-13,15,12,3,leave
U4-02,upkeep,4,2025-02-13,15,14,1,leave
U4-03,upkeep,4,2025-02-13,15,13,2,no show
U4-04,upkeep,4,2025-02-13,15,15,0,
U5-01,upkeep,5,2025-02-13,16,15,1,no show
U5-02,upkeep,5,2025-02-13,16,16,0,
U5-03,upkeep,5,2025-02-13,16,15,1,no show
U6-01,upkeep,6,2025-02-13,17,17,0,
U6-02,upkeep,6,2025-02-13,17,16,1,sick
U6-03,upkeep,6,2025-02-13,17,16,1,leave
U6-04,upkeep,6,2025-02-13,17,17,0,
U7-01,upkeep,7,2025-02-13,15,14,1,leave
U7-02,upkeep,7,2025-02-13,15,14,1,leave
U7-03,upkeep,7,2025-02-13,15,15,0,
U7-04,upkeep,7,2025-02-13,15,14,1,no show
G1-01,harvest,1,2025-02-14,28,26,2,sick
G1-02,harvest,1,2025-02-14,26,22,4,sick
G1-03,harvest,1,2025-02-14,25,25,0,
G1-04,harvest,1,2025-02-14,26,23,3,no show
G2-01,harvest,2,2025-02-14,24,19,5,no show
G2-02,harvest,2,2025-02-14,20,18,2,sick
G2-03,harvest,2,2025-02-14,24,20,4,leave
G2-04,harvest,2,2025-02-14,25,22,3,no show
G3-01,harvest,3,2025-02-14,27,23,4,no show
G3-02,harvest,3,2025-02-14,24,24,0,
G3-03,harvest,3,2025-02-14,25,24,1,sick
G3-04,harvest,3,2025-02-14,24,23,1,no show
G4-01,harvest,4,2025-02-14,26,23,3,no show
G4-02,harvest,4,2025-02-14,25,24,1,sick
G4-03,harvest,4,2025-02-14,24,23,1,no show
G4-04,harvest,4,2025-02-14,20,20,0,
G5-01,harvest,5,2025-02-14,23,23,0,
G5-02,harvest,5,2025-02-14,27,24,3,no show
G5-03,harvest,5,2025-02-14,19,19,0,
G6-01,harvest,6,2025-02-14,24,21,3,sick
G6-02,harvest,6,2025-02-14,18,16,2,sick
G6-03,harvest,6,2025-02-14,24,24,0,
G6-04,harvest,6,2025-02-14,24,23,1,leave
G6-05,harvest,6,2025-02-14,21,19,2,sick
G7-01,harvest,7,2025-02-14,27,26,1,sick
G7-02,harvest,7,2025-02-14,21,20,1,sick
G7-03,harvest,7,2025-02-14,20,18,2,no show
G7-04,harvest,7,2025-02-14,27,27,0,
P1-01,pest,1,2025-02-14,11,11,0,
P2-01,pest,2,2025-02-14,10,8,2,no show
P3-01,pest,3,2025-02-14,11,10,1,sick
P4-01,pest,4,2025-02-14,10,10,0,
P5-01,pest,5,2025-02-14,10,10,0,
P6-01,pest,6,2025-02-14,13,12,1,leave
P7-01,pest,7,2025-02-14,13,11,2,no show
S1-01,spray,1,2025-02-14,15,13,2,sick
S2-01,spray,2,2025-02-14,14,11,3,sick
S3-01,spray,3,2025-02-14,17,14,3,sick
S4-01,spray,4,2025-02-14,16,14,2,sick
S5-01,spray,5,2025-02-14,13,12,1,sick
S6-01,spray,6,2025-02-14,18,16,2,no show
S7-01,spray,7,2025-02-14,17,15,2,leave
U1-01,upkeep,1,2025-02-14,19,17,2,leave
U1-02,upkeep,1,2025-02-14,19,19,0,
U1-03,upkeep,1,2025-02-14,19,19,0,
U2-01,upkeep,2,2025-02-14,18,14,4,sick
U2-02,upkeep,2,2025-02-14,18,15,3,leave
U2-03,upkeep,2,2025-02-14,18,15,3,sick
U3-01,upkeep,3,2025-02-14,16,16,0,
U3-02,upkeep,3,2025-02-14,16,13,3,sick
U3-03,upkeep,3,2025-02-14,16,14,2,sick
U3-04,upkeep,3,2025-02-14,16,14,2,no show
U4-01,upkeep,4,2025-02-14,15,12,3,leave
U4-02,upkeep,4,2025-02-14,15,15,0,
U4-03,upkeep,4,2025-02-14,15,14,1,sick
U4-04,upkeep,4,2025-02-14,15,14,1,sick
U5-01,upkeep,5,2025-02-14,16,16,0,
U5-02,upkeep,5,2025-02-14,16,14,2,leave
U5-03,upkeep,5,2025-02-14,16,15,1,sick
U6-01,upkeep,6,2025-02-14,17,16,1,leave
U6-02,upkeep,6,2025-02-14,17,16,1,sick
U6-03,upkeep,6,2025-02-14,17,15,2,leave
U6-04,upkeep,6,2025-02-14,17,15,2,leave
U7-01,upkeep,7,2025-02-14,15,15,0,
U7-02,upkeep,7,2025-02-14,15,13,2,sick
U7-03,upkeep,7,2025-02-14,15,14,1,no show
U7-04,upkeep,7,2025-02-14,15,13,2,leave
G1-01,harvest,1,2025-02-15,28,25,3,leave
G1-02,harvest,1,2025-02-15,26,25,1,no show
G1-03,harvest,1,2025-02-15,25,21,4,leave
G1-04,harvest,1,2025-02-15,26,21,5,no show
G2-01,harvest,2,2025-02-15,24,20,4,leave
G2-02,harvest,2,2025-02-15,20,19,1,leave
G2-03,harvest,2,2025-02-15,24,21,3,sick
G2-04,harvest,2,2025-02-15,25,22,3,sick
G3-01,harvest,3,2025-02-15,27,25,2,sick
G3-02,harvest,3,2025-02-15,24,21,3,leave
G3-03,harvest,3,2025-02-15,25,25,0,
G3-04,harvest,3,2025-02-15,24,22,2,sick
G4-01,harvest,4,2025-02-15,26,24,2,sick
G4-02,harvest,4,2025-02-15,25,25,0,
G4-03,harvest,4,2025-02-15,24,24,0,
G4-04,harvest,4,2025-02-15,20,18,2,sick
G5-01,harvest,5,2025-02-15,23,23,0,
G5-02,harvest,5,2025-02-15,27,27,0,
G5-03,harvest,5,2025-02-15,19,19,0,
G6-01,harvest,6,2025-02-15,24,23,1,leave
G6-02,harvest,6,2025-02-15,18,18,0,
G6-03,harvest,6,2025-02-15,24,23,1,sick
G6-04,harvest,6,2025-02-15,24,21,3,leave
G6-05,harvest,6,2025-02-15,21,19,2,sick
G7-01,harvest,7,2025-02-15,27,26,1,sick
G7-02,harvest,7,2025-02-15,21,21,0,
G7-03,harvest,7,2025-02-15,20,20,0,
G7-04,harvest,7,2025-02-15,27,26,1,sick
P1-01,pest,1,2025-02-15,11,10,1,no show
P2-01,pest,2,2025-02-15,10,9,1,no show
P3-01,pest,3,2025-02-15,11,8,3,sick
P4-01,pest,4,2025-02-15,10,7,3,leave
P5-01,pest,5,2025-02-15,10,10,0,
P6-01,pest,6,2025-02-15,13,11,2,sick
P7-01,pest,7,2025-02-15,13,12,1,sick
S1-01,spray,1,2025-02-15,15,14,1,no show
S2-01,spray,2,2025-02-15,14,14,0,
S3-01,spray,3,2025-02-15,17,16,1,leave
S4-01,spray,4,2025-02-15,16,16,0,
S5-01,spray,5,2025-02-15,13,13,0,
S6-01,spray,6,2025-02-15,18,17,1,no show
S7-01,spray,7,2025-02-15,17,15,2,leave
U1-01,upkeep,1,2025-02-15,19,17,2,leave
U1-02,upkeep,1,2025-02-15,19,17,2,sick
U1-03,upkeep,1,2025-02-15,19,14,5,leave
U2-01,upkeep,2,2025-02-15,18,14,4,sick
U2-02,upkeep,2,2025-02-15,18,16,2,leave
U2-03,upkeep,2,2025-02-15,18,16,2,leave
U3-01,upkeep,3,2025-02-15,16,16,0,
U3-02,upkeep,3,2025-02-15,16,14,2,sick
U3-03,upkeep,3,2025-02-15,16,16,0,
U3-04,upkeep,3,2025-02-15,16,15,1,no show
U4-01,upkeep,4,2025-02-15,15,13,2,no show
U4-02,upkeep,4,2025-02-15,15,14,1,no show
U4-03,upkeep,4,2025-02-15,15,15,0,
U4-04,upkeep,4,2025-02-15,15,14,1,no show
U5-01,upkeep,5,2025-02-15,16,14,2,no show
U5-02,upkeep,5,2025-02-15,16,15,1,sick
U5-03,upkeep,5,2025-02-15,16,14,2,sick
U6-01,upkeep,6,2025-02-15,17,16,1,sick
U6-02,upkeep,6,2025-02-15,17,16,1,sick
U6-03,upkeep,6,2025-02-15,17,15,2,no show
U6-04,upkeep,6,2025-02-15,17,16,1,sick
U7-01,upkeep,7,2025-02-15,15,13,2,sick
U7-02,upkeep,7,2025-02-15,15,15,0,
U7-03,upkeep,7,2025-02-15,15,15,0,
U7-04,upkeep,7,2025-02-15,15,15,0,
G1-01,harvest,1,2025-02-16,28,16,12,rest day
G1-02,harvest,1,2025-02-16,26,17,9,rest day
G1-03,harvest,1,2025-02-16,25,25,0,
G1-04,harvest,1,2025-02-16,26,24,2,rest day
G2-01,harvest,2,2025-02-16,24,23,1,rest day
G2-02,harvest,2,2025-02-16,20,16,4,rest day
G2-03,harvest,2,2025-02-16,24,13,11,rest day
G2-04,harvest,2,2025-02-16,25,14,11,rest day
G3-01,harvest,3,2025-02-16,27,27,0,
G3-02,harvest,3,2025-02-16,24,24,0,
G3-03,harvest,3,2025-02-16,25,18,7,rest day
G3-04,harvest,3,2025-02-16,24,14,10,rest day
G4-01,harvest,4,2025-02-16,26,16,10,rest day
G4-02,harvest,4,2025-02-16,25,15,10,rest day
G4-03,harvest,4,2025-02-16,24,15,9,rest day
G4-04,harvest,4,2025-02-16,20,12,8,rest day
G5-01,harvest,5,2025-02-16,23,23,0,
G5-02,harvest,5,2025-02-16,27,18,9,rest day
G5-03,harvest,5,2025-02-16,19,11,8,rest day
G6-01,harvest,6,2025-02-16,24,14,10,rest day
G6-02,harvest,6,2025-02-16,18,18,0,
G6-03,harvest,6,2025-02-16,24,24,0,
G6-04,harvest,6,2025-02-16,24,14,10,rest day
G6-05,harvest,6,2025-02-16,21,11,10,rest day
G7-01,harvest,7,2025-02-16,27,13,14,rest day
G7-02,harvest,7,2025-02-16,21,18,3,rest day
G7-03,harvest,7,2025-02-16,20,20,0,
G7-04,harvest,7,2025-02-16,27,16,11,rest day
P1-01,pest,1,2025-02-16,11,7,4,rest day
P2-01,pest,2,2025-02-16,10,5,5,rest day
P3-01,pest,3,2025-02-16,11,7,4,rest day
P4-01,pest,4,2025-02-16,10,5,5,rest day
P5-01,pest,5,2025-02-16,10,6,4,rest day
P6-01,pest,6,2025-02-16,13,7,6,rest day
P7-01,pest,7,2025-02-16,13,7,6,rest day
S1-01,spray,1,2025-02-16,15,9,6,rest day
S2-01,spray,2,2025-02-16,14,6,8,rest day
S3-01,spray,3,2025-02-16,17,10,7,rest day
S4-01,spray,4,2025-02-16,16,10,6,rest day
S5-01,spray,5,2025-02-16,13,8,5,rest day
S6-01,spray,6,2025-02-16,18,9,9,rest day
S7-01,spray,7,2025-02-16,17,11,6,rest day
U1-01,upkeep,1,2025-02-16,19,11,8,rest day
U1-02,upkeep,1,2025-02-16,19,8,11,rest day
U1-03,upkeep,1,2025-02-16,19,11,8,rest day
U2-01,upkeep,2,2025-02-16,18,8,10,rest day
U2-02,upkeep,2,2025-02-16,18,9,9,rest day
U2-03,upkeep,2,2025-02-16,18,10,8,rest day
U3-01,upkeep,3,2025-02-16,16,10,6,rest day
U3-02,upkeep,3,2025-02-16,16,10,6,rest day
U3-03,upkeep,3,2025-02-16,16,10,6,rest day
U3-04,upkeep,3,2025-02-16,16,8,8,rest day
U4-01,upkeep,4,2025-02-16,15,9,6,rest day
U4-02,upkeep,4,2025-02-16,15,8,7,rest day
U4-03,upkeep,4,2025-02-16,15,9,6,rest day
U4-04,upkeep,4,2025-02-16,15,8,7,rest day
U5-01,upkeep,5,2025-02-16,16,10,6,rest day
U5-02,upkeep,5,2025-02-16,16,11,5,rest day
U5-03,upkeep,5,2025-02-16,16,10,6,rest day
U6-01,upkeep,6,2025-02-16,17,10,7,rest day
U6-02,upkeep,6,2025-02-16,17,9,8,rest day
U6-03,upkeep,6,2025-02-16,17,9,8,rest day
U6-04,upkeep,6,2025-02-16,17,10,7,rest day
U7-01,upkeep,7,2025-02-16,15,10,5,rest day
U7-02,upkeep,7,2025-02-16,15,8,7,rest day
U7-03,upkeep,7,2025-02-16,15,9,6,rest day
U7-04,upkeep,7,2025-02-16,15,8,7,rest day
G1-01,harvest,1,2025-02-17,28,26,2,sick
G1-02,harvest,1,2025-02-17,26,24,2,leave
G1-03,harvest,1,2025-02-17,25,22,3,leave
G1-04,harvest,1,2025-02-17,26,21,5,leave
G2-01,harvest,2,2025-02-17,24,24,0,
G2-02,harvest,2,2025-02-17,20,18,2,sick
G2-03,harvest,2,2025-02-17,24,22,2,sick
G2-04,harvest,2,2025-02-17,25,24,1,no show
G3-01,harvest,3,2025-02-17,27,25,2,sick
G3-02,harvest,3,2025-02-17,24,21,3,sick
G3-03,harvest,3,2025-02-17,25,24,1,sick
G3-04,harvest,3,2025-02-17,24,20,4,no show
G4-01,harvest,4,2025-02-17,26,24,2,sick
G4-02,harvest,4,2025-02-17,25,23,2,no show
G4-03,harvest,4,2025-02-17,24,22,2,sick
G4-04,harvest,4,2025-02-17,20,19,1,no show
G5-01,harvest,5,2025-02-17,23,21,2,sick
G5-02,harvest,5,2025-02-17,27,27,0,
G5-03,harvest,5,2025-02-17,19,19,0,
G6-01,harvest,6,2025-02-17,24,24,0,
G6-02,harvest,6,2025-02-17,18,18,0,
G6-03,harvest,6,2025-02-17,24,24,0,
G6-04,harvest,6,2025-02-17,24,22,2,sick
G6-05,harvest,6,2025-02-17,21,20,1,leave
G7-01,harvest,7,2025-02-17,27,23,4,no show
G7-02,harvest,7,2025-02-17,21,21,0,
G7-03,harvest,7,2025-02-17,20,19,1,sick
G7-04,harvest,7,2025-02-17,27,27,0,
P1-01,pest,1,2025-02-17,11,9,2,sick
P2-01,pest,2,2025-02-17,10,9,1,sick
P3-01,pest,3,2025-02-17,11,9,2,sick
P4-01,pest,4,2025-02-17,10,10,0,
P5-01,pest,5,2025-02-17,10,9,1,leave
P6-01,pest,6,2025-02-17,13,12,1,no show
P7-01,pest,7,2025-02-17,13,12,1,sick
S1-01,spray,1,2025-02-17,15,15,0,
S2-01,spray,2,2025-02-17,14,10,4,leave
S3-01,spray,3,2025-02-17,17,15,2,sick
S4-01,spray,4,2025-02-17,16,16,0,
S5-01,spray,5,2025-02-17,13,12,1,sick
S6-01,spray,6,2025-02-17,18,15,3,no show
S7-01,spray,7,2025-02-17,17,17,0,
U1-01,upkeep,1,2025-02-17,19,18,1,leave
U1-02,upkeep,1,2025-02-17,19,18,1,sick
U1-03,upkeep,1,2025-02-17,19,18,1,leave
U2-01,upkeep,2,2025-02-17,18,17,1,sick
U2-02,upkeep,2,2025-02-17,18,16,2,leave
U2-03,upkeep,2,2025-02-17,18,15,3,sick
U3-01,upkeep,3,2025-02-17,16,13,3,sick
U3-02,upkeep,3,2025-02-17,16,13,3,no show
U3-03,upkeep,3,2025-02-17,16,15,1,sick
U3-04,upkeep,3,2025-02-17,16,15,1,sick
U4-01,upkeep,4,2025-02-17,15,13,2,no show
U4-02,upkeep,4,2025-02-17,15,13,2,sick
U4-03,upkeep,4,2025-02-17,15,14,1,no show
U4-04,upkeep,4,2025-02-17,15,12,3,sick
U5-01,upkeep,5,2025-02-17,16,15,1,leave
U5-02,upkeep,5,2025-02-17,16,15,1,sick
U5-03,upkeep,5,2025-02-17,16,15,1,sick
U6-01,upkeep,6,2025-02-17,17,17,0,
U6-02,upkeep,6,2025-02-17,17,17,0,
U6-03,upkeep,6,2025-02-17,17,17,0,
U6-04,upkeep,6,2025-02-17,17,14,3,sick
U7-01,upkeep,7,2025-02-17,15,14,1,no show
U7-02,upkeep,7,2025-02-17,15,14,1,sick
U7-03,upkeep,7,2025-02-17,15,13,2,leave
U7-04,upkeep,7,2025-02-17,15,14,1,leave
G1-01,harvest,1,2025-02-18,28,28,0,
G1-02,harvest,1,2025-02-18,26,26,0,
G1-03,harvest,1,2025-02-18,25,24,1,sick
G1-04,harvest,1,2025-02-18,26,22,4,sick
G2-01,harvest,2,2025-02-18,24,24,0,
G2-02,harvest,2,2025-02-18,20,18,2,no show
G2-03,harvest,2,2025-02-18,24,20,4,sick
G2-04,harvest,2,2025-02-18,25,25,0,
G3-01,harvest,3,2025-02-18,27,26,1,leave
G3-02,harvest,3,2025-02-18,24,22,2,sick
G3-03,harvest,3,2025-02-18,25,25,0,
G3-04,harvest,3,2025-02-18,24,21,3,sick
G4-01,harvest,4,2025-02-18,26,25,1,no show
G4-02,harvest,4,2025-02-18,25,25,0,
G4-03,harvest,4,2025-02-18,24,21,3,sick
G4-04,harvest,4,2025-02-18,20,19,1,no show
G5-01,harvest,5,2025-02-18,23,21,2,leave
G5-02,harvest,5,2025-02-18,27,27,0,
G5-03,harvest,5,2025-02-18,19,17,2,sick
G6-01,harvest,6,2025-02-18,24,20,4,no show
G6-02,harvest,6,2025-02-18,18,18,0,
G6-03,harvest,6,2025-02-18,24,24,0,
G6-04,harvest,6,2025-02-18,24,24,0,
G6-05,harvest,6,2025-02-18,21,21,0,
G7-01,harvest,7,2025-02-18,27,25,2,leave
G7-02,harvest,7,2025-02-18,21,18,3,sick
G7-03,harvest,7,2025-02-18,20,18,2,sick
G7-04,harvest,7,2025-02-18,27,25,2,sick
P1-01,pest,1,2025-02-18,11,8,3,sick
P2-01,pest,2,2025-02-18,10,8,2,sick
P3-01,pest,3,2025-02-18,11,10,1,leave
P4-01,pest,4,2025-02-18,10,10,0,
P5-01,pest,5,2025-02-18,10,9,1,sick
P6-01,pest,6,2025-02-18,13,11,2,sick
P7-01,pest,7,2025-02-18,13,12,1,sick
S1-01,spray,1,2025-02-18,15,14,1,leave
S2-01,spray,2,2025-02-18,14,12,2,sick
S3-01,spray,3,2025-02-18,17,17,0,
S4-01,spray,4,2025-02-18,16,15,1,no show
S5-01,spray,5,2025-02-18,13,13,0,
S6-01,spray,6,2025-02-18,18,17,1,leave
S7-01,spray,7,2025-02-18,17,15,2,leave
U1-01,upkeep,1,2025-02-18,19,17,2,leave
U1-02,upkeep,1,2025-02-18,19,17,2,no show
U1-03,upkeep,1,2025-02-18,19,17,2,leave
U2-01,upkeep,2,2025-02-18,18,14,4,leave
U2-02,upkeep,2,2025-02-18,18,16,2,sick
U2-03,upkeep,2,2025-02-18,18,15,3,no show
U3-01,upkeep,3,2025-02-18,16,13,3,leave
U3-02,upkeep,3,2025-02-18,16,16,0,
U3-03,upkeep,3,2025-02-18,16,14,2,sick
U3-04,upkeep,3,2025-02-18,16,15,1,no show
U4-01,upkeep,4,2025-02-18,15,14,1,no show
U4-02,upkeep,4,2025-02-18,15,15,0,
U4-03,upkeep,4,2025-02-18,15,13,2,no show
U4-04,upkeep,4,2025-02-18,15,15,0,
U5-01,upkeep,5,2025-02-18,16,15,1,leave
U5-02,upkeep,5,2025-02-18,16,16,0,
U5-03,upkeep,5,2025-02-18,16,15,1,leave
U6-01,upkeep,6,2025-02-18,17,15,2,leave
U6-02,upkeep,6,2025-02-18,17,17,0,
U6-03,upkeep,6,2025-02-18,17,14,3,sick
U6-04,upkeep,6,2025-02-18,17,16,1,leave
U7-01,upkeep,7,2025-02-18,15,13,2,sick
U7-02,upkeep,7,2025-02-18,15,14,1,sick
U7-03,upkeep,7,2025-02-18,15,14,1,leave
U7-04,upkeep,7,2025-02-18,15,13,2,leave
G1-01,harvest,1,2025-02-19,28,23,5,leave
G1-02,harvest,1,2025-02-19,26,26,0,
G1-03,harvest,1,2025-02-19,25,22,3,sick
G1-04,harvest,1,2025-02-19,26,25,1,sick
G2-01,harvest,2,2025-02-19,24,20,4,sick
G2-02,harvest,2,2025-02-19,20,20,0,
G2-03,harvest,2,2025-02-19,24,18,6,leave
G2-04,harvest,2,2025-02-19,25,24,1,sick
G3-01,harvest,3,2025-02-19,27,27,0,
G3-02,harvest,3,2025-02-19,24,22,2,leave
G3-03,harvest,3,2025-02-19,25,25,0,
G3-04,harvest,3,2025-02-19,24,21,3,no show
G4-01,harvest,4,2025-02-19,26,24,2,no show
G4-02,harvest,4,2025-02-19,25,24,1,sick
G4-03,harvest,4,2025-02-19,24,22,2,no show
G4-04,harvest,4,2025-02-19,20,17,3,leave
G5-01,harvest,5,2025-02-19,23,23,0,
G5-02,harvest,5,2025-02-19,27,22,5,leave
G5-03,harvest,5,2025-02-19,19,19,0,
G6-01,harvest,6,2025-02-19,24,24,0,
G6-02,harvest,6,2025-02-19,18,18,0,
G6-03,harvest,6,2025-02-19,24,21,3,leave
G6-04,harvest,6,2025-02-19,24,24,0,
G6-05,harvest,6,2025-02-19,21,19,2,no show
G7-01,harvest,7,2025-02-19,27,27,0,
G7-02,harvest,7,2025-02-19,21,19,2,sick
G7-03,harvest,7,2025-02-19,20,20,0,
G7-04,harvest,7,2025-02-19,27,24,3,no show
P1-01,pest,1,2025-02-19,11,9,2,leave
P2-01,pest,2,2025-02-19,10,8,2,leave
P3-01,pest,3,2025-02-19,11,9,2,no show
P4-01,pest,4,2025-02-19,10,9,1,leave
P5-01,pest,5,2025-02-19,10,10,0,
P6-01,pest,6,2025-02-19,13,12,1,leave
P7-01,pest,7,2025-02-19,13,13,0,
S1-01,spray,1,2025-02-19,15,13,2,no show
S2-01,spray,2,2025-02-19,14,11,3,leave
S3-01,spray,3,2025-02-19,17,13,4,sick
S4-01,spray,4,2025-02-19,16,16,0,
S5-01,spray,5,2025-02-19,13,13,0,
S6-01,spray,6,2025-02-19,18,16,2,no show
S7-01,spray,7,2025-02-19,17,15,2,leave
U1-01,upkeep,1,2025-02-19,19,19,0,
U1-02,upkeep,1,2025-02-19,19,17,2,sick
U1-03,upkeep,1,2025-02-19,19,19,0,
U2-01,upkeep,2,2025-02-19,18,13,5,leave
U2-02,upkeep,2,2025-02-19,18,15,3,no show
U2-03,upkeep,2,2025-02-19,18,15,3,leave
U3-01,upkeep,3,2025-02-19,16,14,2,no show
U3-02,upkeep,3,2025-02-19,16,14,2,leave
U3-03,upkeep,3,2025-02-19,16,16,0,
U3-04,upkeep,3,2025-02-19,16,15,1,no show
U4-01,upkeep,4,2025-02-19,15,14,1,sick
U4-02,upkeep,4,2025-02-19,15,13,2,sick
U4-03,upkeep,4,2025-02-19,15,14,1,sick
U4-04,upkeep,4,2025-02-19,15,14,1,leave
U5-01,upkeep,5,2025-02-19,16,14,2,sick
U5-02,upkeep,5,2025-02-19,16,16,0,
U5-03,upkeep,5,2025-02-19,16,15,1,leave
U6-01,upkeep,6,2025-02-19,17,16,1,no show
U6-02,upkeep,6,2025-02-19,17,16,1,sick
U6-03,upkeep,6,2025-02-19,17,16,1,leave
U6-04,upkeep,6,2025-02-19,17,14,3,sick
U7-01,upkeep,7,2025-02-19,15,15,0,
U7-02,upkeep,7,2025-02-19,15,15,0,
U7-03,upkeep,7,2025-02-19,15,14,1,sick
U7-04,upkeep,7,2025-02-19,15,13,2,sick
G1-01,harvest,1,2025-02-20,28,24,4,sick
G1-02,harvest,1,2025-02-20,26,24,2,leave
G1-03,harvest,1,2025-02-20,25,22,3,leave
G1-04,harvest,1,2025-02-20,26,26,0,
G2-01,harvest,2,2025-02-20,24,19,5,leave
G2-02,harvest,2,2025-02-20,20,16,4,sick
G2-03,harvest,2,2025-02-20,24,23,1,no show
G2-04,harvest,2,2025-02-20,25,17,8,no show
G3-01,harvest,3,2025-02-20,27,26,1,sick
G3-02,harvest,3,2025-02-20,24,24,0,
G3-03,harvest,3,2025-02-20,25,25,0,
G3-04,harvest,3,2025-02-20,24,21,3,sick
G4-01,harvest,4,2025-02-20,26,25,1,sick
G4-02,harvest,4,2025-02-20,25,25,0,
G4-03,harvest,4,2025-02-20,24,21,3,sick
G4-04,harvest,4,2025-02-20,20,17,3,leave
G5-01,harvest,5,2025-02-20,23,23,0,
G5-02,harvest,5,2025-02-20,27,27,0,
G5-03,harvest,5,2025-02-20,19,17,2,sick
G6-01,harvest,6,2025-02-20,24,24,0,
G6-02,harvest,6,2025-02-20,18,15,3,sick
G6-03,harvest,6,2025-02-20,24,24,0,
G6-04,harvest,6,2025-02-20,24,22,2,sick
G6-05,harvest,6,2025-02-20,21,21,0,
G7-01,harvest,7,2025-02-20,27,24,3,sick
